genre,rating,episodes,members
sci-fi,7.38,26,12337
shounen,7.38,26,12337
action,7.38,1,4018
adventure,7.38,1,4018
comedy,7.38,1,4018
shounen,7.38,1,4018
comedy,7.38,30,1096
romance,7.38,30,1096
shoujo,7.38,30,1096
slice of life,7.38,30,1096
comedy,7.38,26,8221
drama,7.38,26,8221
fantasy,7.38,26,8221
historical,7.38,26,8221
sci-fi,7.38,26,8221
comedy,7.38,12,145982
parody,7.38,12,145982
romance,7.38,12,145982
magic,7.38,1,9461
drama,7.38,1,12489
comedy,7.38,1,2242
martial arts,7.38,1,2242
slice of life,7.38,1,2242
action,7.38,12,32835
drama,7.38,12,32835
mecha,7.38,12,32835
school,7.38,12,32835
sci-fi,7.38,12,32835
game,7.38,12,22358
school,7.38,12,22358
slice of life,7.38,12,22358
comedy,7.38,2,41898
romance,7.38,2,41898
school,7.38,2,41898
shounen,7.38,2,41898
action,7.38,13,71502
horror,7.38,13,71502
martial arts,7.38,13,71502
action,7.38,24,17943
sci-fi,7.38,24,17943
super power,7.38,24,17943
action,7.38,25,27516
drama,7.38,25,27516
mecha,7.38,25,27516
military,7.38,25,27516
sci-fi,7.38,25,27516
drama,7.38,25,36187
mystery,7.38,25,36187
shounen,7.38,25,36187
comedy,7.38,12,16736
drama,7.38,12,16736
music,7.38,12,16736
action,7.38,105,4031
drama,7.38,105,4031
shounen,7.38,105,4031
sports,7.38,105,4031
romance,7.38,2,15425
slice of life,7.38,2,15425
action,7.38,50,9559
adventure,7.38,50,9559
comedy,7.38,50,9559
mecha,7.38,50,9559
military,7.38,50,9559
romance,7.37,6,31010
school,7.37,6,31010
comedy,7.37,1,15135
magic,7.37,1,15135
romance,7.37,1,15135
shoujo,7.37,1,15135
action,7.37,47,13927
shounen,7.37,47,13927
sports,7.37,47,13927
comedy,7.37,Unknown,1113
kids,7.37,Unknown,1113
school,7.37,Unknown,1113
slice of life,7.37,Unknown,1113
adventure,7.37,52,3363
comedy,7.37,52,3363
drama,7.37,52,3363
fantasy,7.37,52,3363
kids,7.37,52,3363
comedy,7.37,13,20581
drama,7.37,13,20581
fantasy,7.37,13,20581
harem,7.37,13,20581
romance,7.37,13,20581
adventure,7.37,1,10294
comedy,7.37,1,10294
mystery,7.37,1,10294
shounen,7.37,1,10294
adventure,7.37,1,7666
comedy,7.37,1,7666
mystery,7.37,1,7666
police,7.37,1,7666
shounen,7.37,1,7666
action,7.37,50,120268
adventure,7.37,50,120268
comedy,7.37,50,120268
drama,7.37,50,120268
fantasy,7.37,50,120268
kids,7.37,50,120268
adventure,7.37,1,1833
comedy,7.37,1,1833
fantasy,7.37,1,1833
kids,7.37,1,1833
shounen,7.37,1,1833
adventure,7.37,6,13508
drama,7.37,6,13508
fantasy,7.37,6,13508
historical,7.37,6,13508
martial arts,7.37,6,13508
romance,7.37,6,13508
shoujo,7.37,6,13508
comedy,7.37,2,2574
sci-fi,7.37,2,2574
comedy,7.37,13,5046
sci-fi,7.37,13,5046
comedy,7.37,26,4636
comedy,7.37,26,14240
mecha,7.37,26,14240
sci-fi,7.37,26,14240
military,7.36,1,6548
school,7.36,1,6548
action,7.37,3,40548
horror,7.37,3,40548
seinen,7.37,3,40548
supernatural,7.37,3,40548
vampire,7.37,3,40548
action,7.37,1,10375
adventure,7.37,1,10375
shounen,7.37,1,10375
super power,7.37,1,10375
fantasy,7.37,1,555
magic,7.37,1,555
school,7.37,1,555
shoujo,7.37,1,555
action,7.37,1,6522
adventure,7.37,1,6522
seinen,7.37,1,6522
comedy,7.37,1,1577
action,7.37,1,2216
mecha,7.37,1,2216
drama,7.37,1,5705
mecha,7.37,1,5705
military,7.37,1,5705
sci-fi,7.37,1,5705
space,7.37,1,5705
comedy,7.37,1,37342
school,7.37,1,37342
slice of life,7.37,1,37342
adventure,7.37,1,18307
comedy,7.37,1,18307
fantasy,7.37,1,18307
shounen,7.37,1,18307
comedy,7.37,2,14497
adventure,7.37,13,23679
comedy,7.37,13,23679
fantasy,7.37,13,23679
drama,7.37,13,71172
romance,7.37,13,71172
slice of life,7.37,13,71172
supernatural,7.37,13,71172
action,7.37,25,66084
mecha,7.37,25,66084
romance,7.37,25,66084
shounen,7.37,25,66084
comedy,7.37,1,34272
drama,7.37,1,34272
romance,7.37,1,34272
school,7.37,1,34272
slice of life,7.37,1,34272
comedy,7.37,13,105723
harem,7.37,13,105723
music,7.37,13,105723
romance,7.37,13,105723
school,7.37,13,105723
shoujo,7.37,13,105723
comedy,7.37,13,12757
harem,7.37,13,12757
music,7.37,13,12757
romance,7.37,13,12757
shoujo,7.37,13,12757
comedy,7.37,1,23937
school,7.37,1,23937
shounen,7.37,1,23937
supernatural,7.37,1,23937
sci-fi,7.37,2,12389
seinen,7.37,2,12389
slice of life,7.37,2,12389
action,7.36,3,26163
adventure,7.36,3,26163
fantasy,7.36,3,26163
game,7.36,3,26163
sci-fi,7.36,3,26163
adventure,7.36,8,17268
mecha,7.36,8,17268
sci-fi,7.36,8,17268
shounen,7.36,8,17268
action,7.36,1,56370
sci-fi,7.36,1,56370
action,7.36,13,3607
adventure,7.36,13,3607
romance,7.36,13,3607
sci-fi,7.36,13,3607
action,7.36,52,14867
adventure,7.36,52,14867
mecha,7.36,52,14867
sci-fi,7.36,52,14867
shounen,7.36,52,14867
action,7.36,37,1880
kids,7.36,37,1880
mecha,7.36,37,1880
adventure,7.36,1,51083
comedy,7.36,1,51083
fantasy,7.36,1,51083
sci-fi,7.36,1,51083
shounen,7.36,1,51083
comedy,7.36,Unknown,2348
kids,7.36,Unknown,2348
horror,7.36,1,33381
mystery,7.36,1,33381
psychological,7.36,1,33381
thriller,7.36,1,33381
action,7.36,25,52569
comedy,7.36,25,52569
fantasy,7.36,25,52569
action,7.36,13,108174
fantasy,7.36,13,108174
mystery,7.36,13,108174
sci-fi,7.36,13,108174
shoujo,7.36,13,108174
music,7.35,1,2762
comedy,7.36,12,123691
drama,7.36,12,123691
romance,7.36,12,123691
school,7.36,12,123691
comedy,7.38,1,5492
shounen,7.38,1,5492
sports,7.38,1,5492
comedy,7.36,26,20883
sci-fi,7.36,26,20883
historical,7.36,24,33035
magic,7.36,24,33035
mystery,7.36,24,33035
seinen,7.36,24,33035
supernatural,7.36,24,33035
drama,7.36,1,28222
romance,7.36,1,28222
slice of life,7.36,1,28222
action,7.36,4,14615
magic,7.36,4,14615
comedy,7.36,12,1615
action,7.36,50,65896
drama,7.36,50,65896
mecha,7.36,50,65896
military,7.36,50,65896
romance,7.36,50,65896
sci-fi,7.36,50,65896
space,7.36,50,65896
drama,7.36,11,40958
josei,7.36,11,40958
romance,7.36,11,40958
supernatural,7.36,11,40958
adventure,7.36,1,5914
comedy,7.36,1,5914
fantasy,7.36,1,5914
shounen,7.36,1,5914
comedy,7.36,4,11400
parody,7.36,4,11400
shounen,7.36,4,11400
action,7.36,48,7314
fantasy,7.36,48,7314
magic,7.36,48,7314
shoujo,7.36,48,7314
romance,7.36,1,27802
school,7.36,1,27802
shoujo,7.36,1,27802
action,7.36,27,35520
fantasy,7.36,27,35520
seinen,7.36,27,35520
super power,7.36,27,35520
comedy,7.36,1,16442
slice of life,7.36,1,16442
action,7.36,26,64905
drama,7.36,26,64905
magic,7.36,26,64905
mystery,7.36,26,64905
police,7.36,26,64905
supernatural,7.36,26,64905
sci-fi,7.36,2,7609
seinen,7.36,2,7609
slice of life,7.36,2,7609
action,7.36,1,4277
comedy,7.36,1,4277
shounen,7.36,1,4277
supernatural,7.36,1,4277
action,7.36,1,9638
horror,7.36,1,9638
mystery,7.36,1,9638
seinen,7.36,1,9638
supernatural,7.36,1,9638
fantasy,7.35,1,7612
music,7.35,1,7612
school,7.35,1,31019
comedy,7.35,1,30342
action,7.35,128,36623
shounen,7.35,128,36623
sports,7.35,128,36623
drama,7.35,1,99506
fantasy,7.35,1,99506
romance,7.35,1,99506
school,7.35,1,99506
action,7.35,26,126914
comedy,7.35,26,126914
fantasy,7.35,26,126914
magic,7.35,26,126914
romance,7.35,26,126914
school,7.35,26,126914
shoujo,7.35,26,126914
action,7.36,12,130028
sci-fi,7.36,12,130028
seinen,7.36,12,130028
adventure,7.35,12,69683
comedy,7.35,12,69683
fantasy,7.35,12,69683
action,7.35,38,1548
adventure,7.35,38,1548
mecha,7.35,38,1548
school,7.35,38,1548
sci-fi,7.35,38,1548
space,7.35,38,1548
action,7.35,1,37633
adventure,7.35,1,37633
shounen,7.35,1,37633
super power,7.35,1,37633
action,7.35,50,801
comedy,7.35,50,801
parody,7.35,50,801
adventure,7.35,50,1794
drama,7.35,50,1794
historical,7.35,50,1794
slice of life,7.35,50,1794
mystery,7.35,2,1194
shounen,7.35,2,1194
adventure,7.35,137,3623
comedy,7.35,137,3623
shounen,7.35,137,3623
sports,7.35,137,3623
comedy,7.35,153,14932
drama,7.35,153,14932
romance,7.35,153,14932
shoujo,7.35,153,14932
action,7.35,26,46323
mecha,7.35,26,46323
sci-fi,7.35,26,46323
action,7.35,1,3069
adventure,7.35,1,3069
comedy,7.35,1,3069
shounen,7.35,1,3069
drama,7.35,1,6326
mecha,7.35,1,6326
military,7.35,1,6326
sci-fi,7.35,1,6326
space,7.35,1,6326
comedy,7.35,12,80820
romance,7.35,12,80820
action,7.35,2,12922
adventure,7.35,2,12922
comedy,7.35,2,12922
fantasy,7.35,2,12922
shounen,7.35,2,12922
super power,7.35,2,12922
comedy,7.35,1,22157
fantasy,7.35,1,22157
shounen,7.35,1,22157
comedy,7.35,12,99558
drama,7.35,12,99558
romance,7.35,12,99558
school,7.35,12,99558
sci-fi,7.35,12,99558
drama,7.35,1,8478
sports,7.35,1,8478
comedy,7.35,9,22823
police,7.35,9,22823
shounen,7.35,9,22823
supernatural,7.35,9,22823
vampire,7.35,9,22823
shounen,7.35,2,2978
sports,7.35,2,2978
comedy,7.35,74,5359
slice of life,7.35,74,5359
action,7.35,6,9065
comedy,7.35,6,9065
military,7.35,6,9065
shoujo,7.35,6,9065
action,7.35,4,4258
comedy,7.35,4,4258
martial arts,7.35,4,4258
school,7.35,4,4258
shounen,7.35,4,4258
mystery,7.35,11,81230
psychological,7.35,11,81230
sci-fi,7.35,11,81230
action,7.35,26,5962
mecha,7.35,26,5962
sci-fi,7.35,26,5962
space,7.35,26,5962
drama,7.35,26,64161
romance,7.35,26,64161
sports,7.35,26,64161
action,7.35,24,537892
adventure,7.35,24,537892
fantasy,7.35,24,537892
game,7.35,24,537892
romance,7.35,24,537892
comedy,7.35,12,128529
slice of life,7.35,12,128529
historical,7.35,3,5053
military,7.35,3,5053
action,7.35,25,55851
drama,7.35,25,55851
fantasy,7.35,25,55851
comedy,7.34,1,20543
parody,7.34,1,20543
action,7.34,1,21212
comedy,7.34,1,21212
demons,7.34,1,21212
school,7.34,1,21212
shounen,7.34,1,21212
supernatural,7.34,1,21212
action,7.34,12,84779
historical,7.34,12,84779
mystery,7.34,12,84779
supernatural,7.34,12,84779
mecha,7.34,46,1897
sci-fi,7.34,46,1897
shounen,7.34,46,1897
adventure,7.34,1,1191
comedy,7.34,1,1191
fantasy,7.34,1,1191
kids,7.34,1,1191
shounen,7.34,1,1191
adventure,7.34,1,849
comedy,7.34,1,849
fantasy,7.34,1,849
kids,7.34,1,849
shounen,7.34,1,849
sci-fi,7.34,13,6860
slice of life,7.34,13,6860
drama,7.34,13,8717
fantasy,7.34,13,8717
school,7.34,13,8717
slice of life,7.34,13,8717
supernatural,7.34,13,8717
comedy,7.34,1,18894
school,7.34,1,18894
slice of life,7.34,1,18894
action,7.34,56,1917
mecha,7.34,56,1917
sci-fi,7.34,56,1917
shounen,7.34,56,1917
comedy,7.34,11,5870
romance,7.34,11,5870
shounen,7.34,11,5870
supernatural,7.34,11,5870
action,7.34,25,10727
adventure,7.34,25,10727
mecha,7.34,25,10727
police,7.34,25,10727
sci-fi,7.34,25,10727
comedy,7.34,13,33112
school,7.34,13,33112
slice of life,7.34,13,33112
comedy,7.34,12,144370
romance,7.34,12,144370
school,7.34,12,144370
slice of life,7.34,12,144370
supernatural,7.34,12,144370
action,7.34,1,3174
mecha,7.34,1,3174
sci-fi,7.34,1,3174
super power,7.34,1,3174
drama,7.34,13,41250
psychological,7.34,13,41250
romance,7.34,13,41250
seinen,7.34,13,41250
action,7.34,2,1353
adventure,7.34,2,1353
comedy,7.34,2,1353
shounen,7.34,2,1353
action,7.34,1,3138
adventure,7.34,1,3138
comedy,7.34,1,3138
mystery,7.34,1,3138
shounen,7.34,1,3138
action,7.34,26,30308
mecha,7.34,26,30308
military,7.34,26,30308
music,7.34,26,30308
romance,7.34,26,30308
sci-fi,7.34,26,30308
space,7.34,26,30308
comedy,7.34,37,836
game,7.34,37,836
parody,7.34,37,836
slice of life,7.34,37,836
comedy,7.34,74,1218
fantasy,7.34,74,1218
sci-fi,7.34,74,1218
music,7.34,1,6939
action,7.34,1,19967
fantasy,7.34,1,19967
mecha,7.34,1,19967
sci-fi,7.34,1,19967
action,7.34,1,23772
adventure,7.34,1,23772
comedy,7.34,1,23772
fantasy,7.34,1,23772
shounen,7.34,1,23772
action,7.34,1,10147
adventure,7.34,1,10147
comedy,7.34,1,10147
fantasy,7.34,1,10147
shounen,7.34,1,10147
super power,7.34,1,10147
comedy,7.34,1,23915
fantasy,7.34,1,23915
shounen,7.34,1,23915
sports,7.34,1,23915
adventure,7.34,13,21920
comedy,7.34,13,21920
fantasy,7.34,13,21920
sci-fi,7.34,13,21920
shounen,7.34,13,21920
action,7.34,1,38238
adventure,7.34,1,38238
comedy,7.34,1,38238
drama,7.34,1,38238
fantasy,7.34,1,38238
kids,7.34,1,38238
action,7.34,51,2764
mecha,7.34,51,2764
sci-fi,7.34,51,2764
space,7.34,51,2764
action,7.34,1,5472
mecha,7.34,1,5472
sci-fi,7.34,1,5472
seinen,7.34,1,5472
space,7.34,1,5472
comedy,7.34,25,27358
drama,7.34,25,27358
fantasy,7.34,25,27358
mystery,7.34,25,27358
shounen,7.34,25,27358
super power,7.34,25,27358
action,7.34,9,42831
drama,7.34,9,42831
sci-fi,7.34,9,42831
horror,7.34,26,126865
mystery,7.34,26,126865
psychological,7.34,26,126865
supernatural,7.34,26,126865
action,7.34,1,13775
comedy,7.34,1,13775
action,7.33,1,4311
adventure,7.33,1,4311
drama,7.33,1,4311
mystery,7.33,1,4311
romance,7.33,1,4311
sci-fi,7.33,1,4311
shoujo,7.33,1,4311
space,7.33,1,4311
comedy,7.33,15,11936
harem,7.33,15,11936
romance,7.33,15,11936
school,7.33,15,11936
romance,7.33,6,17764
action,7.33,1,13993
comedy,7.33,1,13993
shounen,7.33,1,13993
adventure,7.33,6,15565
fantasy,7.33,6,15565
action,7.33,1,37925
horror,7.33,1,37925
supernatural,7.33,1,37925
vampire,7.33,1,37925
action,7.33,2,14158
mecha,7.33,2,14158
sci-fi,7.33,2,14158
music,7.33,1,2919
comedy,7.33,12,149497
sci-fi,7.33,12,149497
seinen,7.33,12,149497
slice of life,7.33,12,149497
fantasy,7.33,1,1168
adventure,7.33,1,1176
comedy,7.33,1,1176
fantasy,7.33,1,1176
kids,7.33,1,1176
shounen,7.33,1,1176
adventure,7.33,1,2139
comedy,7.33,1,2139
fantasy,7.33,1,2139
kids,7.33,1,2139
shounen,7.33,1,2139
action,7.33,1,26104
adventure,7.33,1,26104
comedy,7.33,1,26104
fantasy,7.33,1,26104
sci-fi,7.33,1,26104
shounen,7.33,1,26104
super power,7.33,1,26104
mecha,7.33,13,10531
military,7.33,13,10531
mecha,7.33,10,21805
police,7.33,10,21805
psychological,7.33,10,21805
sci-fi,7.33,10,21805
action,7.33,10,91049
adventure,7.33,10,91049
comedy,7.33,10,91049
fantasy,7.33,10,91049
romance,7.33,10,91049
shounen,7.33,10,91049
action,7.34,1,3239
kids,7.34,1,3239
mecha,7.34,1,3239
sports,7.34,1,3239
comedy,7.33,24,106142
romance,7.33,24,106142
school,7.33,24,106142
shounen,7.33,24,106142
vampire,7.33,24,106142
action,7.33,1,3189
mecha,7.33,1,3189
sci-fi,7.33,1,3189
super power,7.33,1,3189
drama,7.33,2,25799
romance,7.33,2,25799
school,7.33,2,25799
shounen,7.33,2,25799
action,7.33,1,2950
adventure,7.33,1,2950
comedy,7.33,1,2950
shounen,7.33,1,2950
adventure,7.33,1,6491
drama,7.33,1,6491
comedy,7.33,24,3085
action,7.33,1,4680
mecha,7.33,1,4680
sci-fi,7.33,1,4680
kids,7.33,1,2108
magic,7.33,1,2108
shoujo,7.33,1,2108
mystery,7.33,13,36075
seinen,7.33,13,36075
supernatural,7.33,13,36075
thriller,7.33,13,36075
adventure,7.33,10,5006
comedy,7.33,10,5006
drama,7.33,10,5006
military,7.33,10,5006
sci-fi,7.33,10,5006
space,7.33,10,5006
music,7.33,1,5729
action,7.33,1,37792
adventure,7.33,1,37792
comedy,7.33,1,37792
fantasy,7.33,1,37792
shounen,7.33,1,37792
super power,7.33,1,37792
adventure,7.33,1,5765
comedy,7.33,1,5765
fantasy,7.33,1,5765
kids,7.33,1,5765
drama,7.33,26,5758
romance,7.33,26,5758
sports,7.33,26,5758
comedy,7.33,12,76880
harem,7.33,12,76880
romance,7.33,12,76880
school,7.33,12,76880
supernatural,7.33,12,76880
comedy,7.33,11,101326
supernatural,7.33,11,101326
adventure,7.33,1,524
sci-fi,7.33,1,524
action,7.33,1,1678
drama,7.33,1,1678
military,7.33,1,1678
sci-fi,7.33,1,1678
space,7.33,1,1678
comedy,7.33,3,34305
parody,7.33,3,34305
comedy,7.33,13,37394
drama,7.33,13,37394
fantasy,7.33,13,37394
magic,7.33,13,37394
romance,7.33,13,37394
shoujo,7.33,13,37394
super power,7.33,13,37394
drama,7.33,12,16720
fantasy,7.33,12,16720
music,7.33,12,16720
romance,7.33,12,16720
school,7.33,12,16720
action,7.33,48,10568
fantasy,7.33,48,10568
magic,7.33,48,10568
shoujo,7.33,48,10568
action,7.33,25,2568
adventure,7.33,25,2568
drama,7.33,25,2568
military,7.33,25,2568
sci-fi,7.33,25,2568
space,7.33,25,2568
action,7.32,1,22537
fantasy,7.32,1,22537
game,7.32,1,22537
sci-fi,7.32,1,22537
action,7.32,1,11617
adventure,7.32,1,11617
fantasy,7.32,1,11617
game,7.32,1,11617
magic,7.32,1,11617
mystery,7.32,1,11617
sci-fi,7.32,1,11617
action,7.32,2,61198
game,7.32,2,61198
romance,7.32,2,61198
school,7.32,2,61198
sci-fi,7.32,2,61198
action,7.32,26,62753
comedy,7.32,26,62753
drama,7.32,26,62753
fantasy,7.32,26,62753
mecha,7.32,26,62753
romance,7.32,26,62753
sci-fi,7.32,26,62753
action,7.32,1,1540
drama,7.32,1,1540
sports,7.32,1,1540
comedy,7.32,2,7962
school,7.32,2,7962
shounen,7.32,2,7962
comedy,7.32,6,60139
school,7.32,6,60139
comedy,7.32,104,3782
fantasy,7.32,104,3782
sci-fi,7.32,104,3782
action,7.32,13,55277
adventure,7.32,13,55277
fantasy,7.32,13,55277
magic,7.32,13,55277
adventure,7.32,1,1156
adventure,7.32,26,31874
drama,7.32,26,31874
mystery,7.32,26,31874
drama,7.32,26,811
historical,7.32,26,811
comedy,7.32,52,2387
magic,7.32,52,2387
shoujo,7.32,52,2387
drama,7.32,3,1248
shoujo,7.32,3,1248
comedy,7.32,1,46415
mystery,7.32,1,46415
shounen,7.32,47,18480
sports,7.32,47,18480
super power,7.32,47,18480
action,7.32,13,37500
police,7.32,13,37500
comedy,7.32,12,64307
seinen,7.32,12,64307
slice of life,7.32,12,64307
super power,7.32,12,64307
fantasy,7.32,12,61410
harem,7.32,12,61410
romance,7.32,12,61410
shoujo,7.32,12,61410
supernatural,7.32,12,61410
comedy,7.32,26,39758
drama,7.32,26,39758
sci-fi,7.32,26,39758
shounen,7.32,26,39758
sports,7.32,26,39758
action,7.32,1,20616
demons,7.32,1,20616
fantasy,7.32,1,20616
shounen,7.32,1,20616
supernatural,7.32,1,20616
action,7.32,6,6090
horror,7.32,6,6090
sci-fi,7.32,6,6090
super power,7.32,6,6090
action,7.32,1,4296
adventure,7.32,1,4296
comedy,7.32,1,4296
shounen,7.32,1,4296
music,7.32,1,6713
comedy,7.32,49,7878
magic,7.32,49,7878
shoujo,7.32,49,7878
action,7.32,1,10373
adventure,7.32,1,10373
comedy,7.32,1,10373
fantasy,7.32,1,10373
shounen,7.32,1,10373
comedy,7.32,13,156116
harem,7.32,13,156116
romance,7.32,13,156116
school,7.32,13,156116
action,7.32,25,64958
game,7.32,25,64958
mystery,7.32,25,64958
shounen,7.32,25,64958
adventure,7.32,1,42389
comedy,7.32,1,42389
drama,7.32,1,42389
fantasy,7.32,1,42389
kids,7.32,1,42389
action,7.32,6,7289
comedy,7.32,6,7289
harem,7.32,6,7289
mecha,7.32,6,7289
romance,7.32,6,7289
sci-fi,7.32,6,7289
military,7.32,1,5324
romance,7.32,1,5324
sci-fi,7.32,1,5324
space,7.32,1,5324
action,7.32,1,9553
historical,7.32,1,9553
martial arts,7.32,1,9553
samurai,7.32,1,9553
adventure,7.32,1,13008
comedy,7.32,1,13008
fantasy,7.32,1,13008
magic,7.32,1,13008
shounen,7.32,1,13008
action,7.32,1,1895
drama,7.32,1,1895
mecha,7.32,1,1895
military,7.32,1,1895
sci-fi,7.32,1,1895
action,7.33,1,472
drama,7.33,1,472
mecha,7.33,1,472
military,7.33,1,472
sci-fi,7.33,1,472
comedy,7.32,12,25760
drama,7.32,12,25760
slice of life,7.32,12,25760
comedy,7.32,3,9893
drama,7.32,3,9893
music,7.32,3,9893
drama,7.32,12,42139
historical,7.32,12,42139
seinen,7.32,12,42139
action,7.31,1,48728
comedy,7.31,1,48728
demons,7.31,1,48728
seinen,7.31,1,48728
supernatural,7.31,1,48728
vampire,7.31,1,48728
action,7.32,1,17401
comedy,7.32,1,17401
school,7.32,1,17401
shounen,7.32,1,17401
super power,7.32,1,17401
adventure,7.31,1,8252
comedy,7.31,1,8252
mystery,7.31,1,8252
police,7.31,1,8252
shounen,7.31,1,8252
action,7.31,1,1928
adventure,7.31,1,1928
fantasy,7.31,1,1928
magic,7.31,1,1928
adventure,7.31,2,3223
shounen,7.31,2,3223
supernatural,7.31,2,3223
comedy,7.31,26,18178
mecha,7.31,26,18178
sci-fi,7.31,26,18178
adventure,7.31,26,7484
drama,7.31,26,7484
shounen,7.31,26,7484
action,7.31,46,1329
adventure,7.31,46,1329
mecha,7.31,46,1329
sci-fi,7.31,46,1329
comedy,7.31,6,11459
fantasy,7.31,6,11459
seinen,7.31,6,11459
adventure,7.31,52,5243
historical,7.31,52,5243
shounen,7.31,52,5243
action,7.31,12,96718
mecha,7.31,12,96718
space,7.31,12,96718
adventure,7.31,1,40858
comedy,7.31,1,40858
romance,7.31,1,40858
action,7.31,13,740
adventure,7.31,13,740
comedy,7.31,13,740
game,7.31,13,740
parody,7.31,13,740
action,7.31,1,2694
adventure,7.31,1,2694
comedy,7.31,1,2694
shounen,7.31,1,2694
action,7.31,41,835
comedy,7.31,41,835
fantasy,7.31,41,835
magic,7.31,41,835
mecha,7.31,41,835
sci-fi,7.31,41,835
shounen,7.31,41,835
comedy,7.31,51,1711
drama,7.31,51,1711
sci-fi,7.31,51,1711
adventure,7.31,127,591
drama,7.31,127,591
fantasy,7.31,127,591
historical,7.31,127,591
comedy,7.31,99,1828
shounen,7.31,99,1828
comedy,7.31,2,4495
sports,7.31,2,4495
action,7.31,55,6670
game,7.31,55,6670
sci-fi,7.31,55,6670
shounen,7.31,55,6670
drama,7.31,13,58051
romance,7.31,13,58051
school,7.31,13,58051
sci-fi,7.31,13,58051
drama,7.31,1,1705
fantasy,7.31,1,1705
romance,7.31,1,1705
action,7.31,26,50455
adventure,7.31,26,50455
fantasy,7.31,26,50455
magic,7.31,26,50455
action,7.31,14,43632
drama,7.31,14,43632
fantasy,7.31,14,43632
horror,7.31,14,43632
martial arts,7.31,14,43632
school,7.31,14,43632
supernatural,7.31,14,43632
adventure,7.31,24,23132
fantasy,7.31,24,23132
shounen,7.31,24,23132
supernatural,7.31,24,23132
fantasy,7.3,1,2535
romance,7.3,1,2535
shoujo,7.3,1,2535
adventure,7.3,52,2102
drama,7.3,52,2102
historical,7.3,52,2102
romance,7.3,52,2102
action,7.3,50,1135
game,7.3,50,1135
shounen,7.3,50,1135
action,7.3,58,2088
kids,7.3,58,2088
mecha,7.3,58,2088
comedy,7.3,1,6931
mystery,7.3,1,6931
police,7.3,1,6931
shounen,7.3,1,6931
music,7.29,1,1471
action,7.3,13,38498
drama,7.3,13,38498
military,7.3,13,38498
sci-fi,7.3,13,38498
adventure,7.3,10,25885
comedy,7.3,10,25885
drama,7.3,10,25885
fantasy,7.3,10,25885
romance,7.3,10,25885
shoujo,7.3,10,25885
action,7.3,1,1675
adventure,7.3,1,1675
mecha,7.3,1,1675
police,7.3,1,1675
sci-fi,7.3,1,1675
action,7.3,12,38646
military,7.3,12,38646
school,7.3,12,38646
adventure,7.3,1,9328
sci-fi,7.3,1,9328
shounen,7.3,1,9328
action,7.3,3,1426
comedy,7.3,3,1426
demons,7.3,3,1426
horror,7.3,3,1426
school,7.3,3,1426
shounen,7.3,3,1426
supernatural,7.3,3,1426
drama,7.3,1,1276
slice of life,7.3,1,1276
drama,7.3,12,91552
romance,7.3,12,91552
school,7.3,12,91552
action,7.3,24,20105
adventure,7.3,24,20105
comedy,7.3,24,20105
demons,7.3,24,20105
fantasy,7.3,24,20105
magic,7.3,24,20105
drama,7.3,12,77284
harem,7.3,12,77284
romance,7.3,12,77284
school,7.3,12,77284
action,7.3,1,1963
kids,7.3,1,1963
magic,7.3,1,1963
shoujo,7.3,1,1963
comedy,7.3,1,16654
drama,7.3,1,16654
romance,7.3,1,16654
action,7.29,1,2945
drama,7.29,1,2945
mecha,7.29,1,2945
music,7.29,1,2945
sci-fi,7.29,1,2945
game,7.3,1,9447
psychological,7.3,1,9447
action,7.3,23,5134
comedy,7.3,23,5134
police,7.3,23,5134
shounen,7.3,23,5134
comedy,7.3,12,11941
mystery,7.3,12,11941
super power,7.3,12,11941
action,7.3,1,5223
fantasy,7.3,1,5223
magic,7.3,1,5223
super power,7.3,1,5223
supernatural,7.3,1,5223
comedy,7.3,26,20062
magic,7.3,26,20062
romance,7.3,26,20062
school,7.3,26,20062
shoujo,7.3,26,20062
action,7.3,1,3818
adventure,7.3,1,3818
comedy,7.3,1,3818
drama,7.3,1,3818
romance,7.3,1,3818
sci-fi,7.3,1,3818
action,7.3,49,6390
fantasy,7.3,49,6390
magic,7.3,49,6390
school,7.3,49,6390
shoujo,7.3,49,6390
comedy,7.29,1,19772
drama,7.29,1,19772
romance,7.29,1,19772
sci-fi,7.29,1,19772
slice of life,7.29,1,19772
action,7.29,12,97674
comedy,7.29,12,97674
shounen,7.29,12,97674
sports,7.29,12,97674
romance,7.29,11,43279
shoujo ai,7.29,11,43279
slice of life,7.29,11,43279
action,7.29,14,2864
adventure,7.29,14,2864
shounen,7.29,14,2864
action,7.29,1,15333
comedy,7.29,1,15333
shounen,7.29,1,15333
adventure,7.29,2,1707
action,7.29,1,40641
music,7.29,1,40641
drama,7.29,6,7254
sci-fi,7.29,6,7254
shoujo,7.29,6,7254
action,7.29,13,44006
mecha,7.29,13,44006
sci-fi,7.29,13,44006
drama,7.29,2,11482
harem,7.29,2,11482
magic,7.29,2,11482
romance,7.29,2,11482
action,7.29,44,3682
kids,7.29,44,3682
mecha,7.29,44,3682
action,7.29,1,12449
adventure,7.29,1,12449
fantasy,7.29,1,12449
sci-fi,7.29,1,12449
adventure,7.29,1,1124
comedy,7.29,1,1124
fantasy,7.29,1,1124
kids,7.29,1,1124
shounen,7.29,1,1124
space,7.29,1,1124
comedy,7.29,1,2861
fantasy,7.29,1,2861
magic,7.29,1,2861
shoujo,7.29,1,2861
